timestamp,container,cpu,mem,mem_percent,net_io,block_io,pids
2026-01-06T22:46:18,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.01%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:18,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.03%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:18,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:18,novamart-localstack,0.03%,1.707GiB / 11.32GiB,15.08%,3.91MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:18,novamart-inventory-dynamodb,48.18%,330MiB / 11.32GiB,2.85%,56.5MB / 16.6MB,0B / 5.6MB,54
2026-01-06T22:46:18,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:21,novamart-inventory-service,53.64%,73.29MiB / 11.32GiB,0.63%,27.2MB / 64.2MB,0B / 4.1kB,22
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.62MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.01%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.03%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,35.98MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.01%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.02%,37.12MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.01%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.01%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.01%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:21,novamart-localstack,0.03%,1.707GiB / 11.32GiB,15.08%,3.91MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:21,novamart-inventory-dynamodb,46.42%,329.8MiB / 11.32GiB,2.84%,59.2MB / 17.4MB,0B / 5.61MB,54
2026-01-06T22:46:21,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:24,novamart-inventory-service,56.82%,72.7MiB / 11.32GiB,0.63%,28.5MB / 67.2MB,0B / 4.1kB,22
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.01%,35.62MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.01%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.01%,35.98MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.01%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.01%,37.12MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.01%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:24,novamart-localstack,0.06%,1.707GiB / 11.32GiB,15.08%,3.91MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:24,novamart-inventory-dynamodb,49.05%,330.5MiB / 11.32GiB,2.85%,62MB / 18.2MB,0B / 5.61MB,54
2026-01-06T22:46:24,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:27,novamart-inventory-service,64.55%,72.46MiB / 11.32GiB,0.63%,29.7MB / 70.2MB,0B / 4.1kB,22
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.62MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.03%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,35.98MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.01%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.02%,37.12MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:27,novamart-localstack,0.04%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:27,novamart-inventory-dynamodb,56.65%,331MiB / 11.32GiB,2.86%,64.7MB / 19MB,0B / 5.61MB,54
2026-01-06T22:46:27,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:30,novamart-inventory-service,57.19%,72.82MiB / 11.32GiB,0.63%,31MB / 73.2MB,0B / 4.1kB,22
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.01%,35.63MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.01%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.01%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.01%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.01%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.01%,35.98MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.01%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.01%,37.12MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.03%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.01%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:30,novamart-localstack,0.03%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:30,novamart-inventory-dynamodb,48.70%,330.5MiB / 11.32GiB,2.85%,67.5MB / 19.9MB,0B / 5.61MB,54
2026-01-06T22:46:30,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:33,novamart-inventory-service,58.25%,72.3MiB / 11.32GiB,0.62%,32.3MB / 76.2MB,0B / 4.1kB,22
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.63MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.01%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.03%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.03%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,35.98MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.04%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.02%,37.12MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.01%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:33,novamart-localstack,0.04%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:33,novamart-inventory-dynamodb,49.21%,331.5MiB / 11.32GiB,2.86%,70.3MB / 20.7MB,0B / 5.61MB,55
2026-01-06T22:46:33,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:37,novamart-inventory-service,55.43%,73.07MiB / 11.32GiB,0.63%,33.5MB / 79.2MB,0B / 4.1kB,22
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.63MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.01%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.01%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,35.98MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.03%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.01%,37.12MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:37,novamart-localstack,0.05%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:37,novamart-inventory-dynamodb,49.22%,331.6MiB / 11.32GiB,2.86%,73MB / 21.5MB,0B / 5.61MB,55
2026-01-06T22:46:37,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.02%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:40,novamart-inventory-service,56.85%,72.86MiB / 11.32GiB,0.63%,34.8MB / 82.2MB,0B / 4.1kB,22
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.01%,35.63MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.03%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,35.98MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.02%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.02%,37.12MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:46:40,novamart-localstack,0.04%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:46:40,novamart-inventory-dynamodb,49.33%,331.8MiB / 11.32GiB,2.86%,75.8MB / 22.3MB,0B / 5.61MB,55
2026-01-06T22:46:40,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.03%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:46:43,novamart-inventory-service,60.53%,72.43MiB / 11.32GiB,0.62%,36.1MB / 85.2MB,0B / 4.1kB,22
2026-01-06T22:46:43,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.63MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:46:43,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:46:43,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:46:43,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
